Date,Close,High,Low,Open,Volume,returns,volatility,arima_pred
2020-03-18,8468.7998046875,9127.5498046875,8407.0498046875,9088.4501953125,1516600,-0.0571679271151332,0.0305084141279151,0.0005647303705641632
2020-03-19,8263.4501953125,8575.4501953125,7832.5498046875,8063.2998046875,925700,-0.0245465995477513,0.0304331230220883,0.0020940343068838307
2020-03-20,8745.4501953125,8883.0,8178.2001953125,8284.4501953125,1071500,0.0566913879444369,0.0344483695802343,0.0007775109255888813
2020-03-23,7610.25,8159.25,7583.60009765625,7945.7001953125,653500,-0.139037564610512,0.0432182454261961,-0.0013665130145797068
2020-03-24,7801.0498046875,8036.9501953125,7511.10009765625,7848.2998046875,738400,0.0247622921384646,0.0442610264590558,0.004975976437398503
2020-03-25,8317.849609375,8376.75,7714.75,7735.14990234375,736900,0.0641454460311805,0.0479872453989811,-0.0013387401907062532
2020-03-26,8641.4501953125,8749.0498046875,8304.900390625,8451.0,865600,0.0381666543961638,0.0493939760331504,-0.0011214919276823323
2020-03-27,8660.25,9038.900390625,8522.900390625,8949.099609375,801500,0.0021731751069639,0.0495254271504989,-0.00039075520142655367
2020-03-30,8281.099609375,8576.0,8244.0,8385.9501953125,593300,-0.0447678278737022,0.0499001240973021,0.0005265419476125037
2020-03-31,8597.75,8678.2998046875,8358.0,8529.349609375,712700,0.0375247784776983,0.0509645921936,0.0017307398830227474
2020-04-01,8253.7998046875,8588.099609375,8198.349609375,8584.099609375,506300,-0.0408268644244904,0.051306067794744,-0.0010029313143395996
2020-04-03,8083.7998046875,8356.5498046875,8055.7998046875,8356.5498046875,697000,-0.0208116418506999,0.0508724602852332,0.0019511824406232908
2020-04-07,8792.2001953125,8819.400390625,8360.9501953125,8446.2998046875,814200,0.0840029521628222,0.0553403126950345,0.0006971630051295608
2020-04-08,8748.75,9131.7001953125,8653.900390625,8688.900390625,896500,-0.0049541539879532,0.0552797689213717,-0.0021675121843558916
2020-04-09,9111.900390625,9128.349609375,8904.5498046875,8973.0498046875,742100,0.0406704613937413,0.056356084017266,0.00113354909913439
2020-04-13,8993.849609375,9112.0498046875,8912.400390625,9103.9501953125,644000,-0.0130403274235616,0.0555733304593147,-0.0009650327886918263
2020-04-15,8925.2998046875,9261.2001953125,8874.099609375,9196.400390625,879100,-0.0076510483286485,0.0555444637449198,0.001109766763637498
2020-04-16,8992.7998046875,9053.75,8821.900390625,8851.25,719400,0.0075343167835424,0.0525588171690141,0.0004888855970630274
2020-04-17,9266.75,9324.0,9091.349609375,9323.4501953125,684200,0.0300084893471159,0.0523000228776675,0.0001710852766449882
2020-04-20,9261.849609375,9390.849609375,9230.7998046875,9390.2001953125,726400,-0.0005289542483047,0.0493354860481648,-0.0004323248706448542
2020-04-21,8981.4501953125,9044.400390625,8909.400390625,9016.9501953125,655100,-0.0307424095868608,0.0494892708359546,0.0006167529472622631
2020-04-22,9187.2998046875,9209.75,8946.25,9026.75,734400,0.0226607133769272,0.0479131700524652,0.001290294536372942
2020-04-23,9313.900390625,9343.599609375,9170.150390625,9232.349609375,666700,0.0136858755813272,0.0475037289274346,-0.00045980986171544476
2020-04-24,9154.400390625,9296.900390625,9141.2998046875,9163.900390625,659400,-0.0172732692247864,0.0462595830884542,0.00019668435590772395
2020-04-27,9282.2998046875,9377.099609375,9250.349609375,9259.7001953125,512800,0.0138746591837446,0.0330764709015323,0.0009794903994622226
2020-04-28,9380.900390625,9404.400390625,9260.0,9389.7998046875,614500,0.010566409007242,0.0328926002995732,-0.00012760360197990413
2020-04-29,9553.349609375,9599.849609375,9392.349609375,9408.599609375,653000,0.0182160885502695,0.0304646363228264,0.00021666142162565853
2020-04-30,9859.900390625,9889.0498046875,9731.5,9753.5,931200,0.0315842287594642,0.0301558501159122,-8.888440096664949e-05
2020-05-04,9293.5,9533.5,9266.9501953125,9533.5,687500,-0.0591608351265545,0.0333722612519045,-0.0004220133411419259
2020-05-05,9205.599609375,9450.900390625,9190.75,9429.400390625,725200,-0.0095032789725698,0.0316733917986404,0.002372223246843611
2020-05-06,9270.900390625,9346.900390625,9116.5,9226.7998046875,722200,0.0070685522845568,0.0307967104911933,0.0002649353639234254
