Date,Close,High,Low,Open,Volume,returns,volatility,returns_scaled,garch_vol,volatility_scaled,VaR_95,VaR_99
2015-03-05,8937.75,8957.5498046875,8849.349609375,8929.400390625,160100,0.0016908482052135,0.0084205770828584,0.16908482052135002,0.93654932632204,0.8420577082858399,-1.504753189786266,-2.141606731685253
2015-03-09,8756.75,8891.2998046875,8740.4501953125,8891.150390625,155500,-0.0204590481140191,0.0095965215263403,-2.04590481140191,0.8856372244322952,0.95965215263403,-1.420748221668187,-2.022981534282148
2015-03-10,8712.0498046875,8778.0,8677.349609375,8769.75,163800,-0.0051177291370559,0.009661370733163,-0.51177291370559,1.098768492004549,0.9661370733163,-1.7724148131624058,-2.519577387725499
2015-03-11,8699.9501953125,8755.599609375,8682.349609375,8728.75,172800,-0.0013898014383852,0.0095755314746904,-0.13898014383852,1.05116964458746,0.95755314746904,-1.693876714924209,-2.408672073243682
2015-03-12,8776.0,8787.2001953125,8732.900390625,8740.650390625,173900,0.0087034220055012,0.009014344311513,0.8703422005501201,0.9918972240045572,0.9014344311513,-1.5960772209624192,-2.270567333285518
2015-03-13,8647.75,8849.75,8631.75,8844.0498046875,179200,-0.0147215514720097,0.0096337118298372,-1.47215514720097,0.9729395388508606,0.96337118298372,-1.5647970404588198,-2.226395926877405
2015-03-16,8633.150390625,8663.5498046875,8612.0,8656.75,163300,-0.0016896819631506,0.009517297406526,-0.16896819631506,1.0538616114475696,0.9517297406526,-1.6983184602433898,-2.4149443560277373
2015-03-17,8723.2998046875,8742.5498046875,8630.7998046875,8689.099609375,177000,0.010388094769848,0.0095530372382094,1.0388094769848,0.9951101224459068,0.95530372382094,-1.6013785033906462,-2.278053386653863
2015-03-18,8685.900390625,8747.25,8664.0,8742.900390625,156400,-0.0042965180681336,0.0092730436000087,-0.42965180681336,0.9927327880327388,0.92730436000087,-1.597455901608919,-2.2725141974711813
2015-03-19,8634.650390625,8788.2001953125,8614.650390625,8749.4501953125,163500,-0.0059178429387673,0.009339209422774,-0.59178429387673,0.951080747641116,0.9339209422774,-1.5287300349627415,-2.1754649433587003
2015-03-20,8570.900390625,8627.900390625,8553.0,8627.900390625,174600,-0.007410433126336,0.0092656485467022,-0.7410433126336,0.925339494860386,0.92656485467022,-1.486256967874537,-2.1154878243795996
2015-03-23,8550.900390625,8608.349609375,8540.5498046875,8591.5498046875,150700,-0.0023362039252688,0.0092066656549061,-0.23362039252688002,0.9162590931842092,0.92066656549061,-1.471274305108845,-2.0943304884741076
2015-03-24,8542.9501953125,8627.75,8535.849609375,8537.0498046875,156700,-0.0009301819792756,0.0091340496033697,-0.09301819792756,0.8726196536989055,0.91340496033697,-1.399269229958094,-1.99265059447335
2015-03-25,8530.7998046875,8573.75,8516.5498046875,8568.900390625,161000,-0.0014232834235154,0.0089775507645291,-0.14232834235154002,0.8288703339188972,0.8977550764529101,-1.3270828523210803,-1.8907146793859306
2015-03-26,8342.150390625,8499.4501953125,8325.349609375,8474.9501953125,280100,-0.0223620971083219,0.010070972045163,-2.23620971083219,0.7907045435688566,1.0070972045163,-1.2641092982435134,-1.8017883878703358
2015-03-27,8341.400390625,8413.2001953125,8269.150390625,8396.0,193000,-8.990891811211022e-05,0.01006220957628,-0.008990891811211021,1.0794763993563483,1.006220957628,-1.7405828602928746,-2.4746268118551917
2015-03-30,8492.2998046875,8492.2998046875,8380.75,8390.9501953125,134700,0.017928732765285,0.0108383779518802,1.7928732765285,1.0155741578264208,1.08383779518802,-1.6351441617684943,-2.3257345890904606
2015-03-31,8491.0,8550.4501953125,8454.150390625,8527.599609375,167200,-0.0001530685679444,0.0098929778582126,-0.01530685679444,1.1174118323569628,0.98929778582126,-1.8031763247438886,-2.5630163707466234
2015-04-01,8586.25,8603.400390625,8464.75,8483.7001953125,125500,0.0111553075287278,0.0097912638226141,1.11553075287278,1.050266251011917,0.97912638226141,-1.692386115524563,-2.4065671662126666
2015-04-06,8659.900390625,8667.5498046875,8573.75,8615.7998046875,146900,0.0085411337249402,0.0099669649230598,0.85411337249402,1.0486701291514255,0.99669649230598,-1.689752514454752,-2.402848202277722
2015-04-07,8660.2998046875,8693.599609375,8586.849609375,8684.4501953125,148700,4.6121183134830896e-05,0.0098642191619936,0.0046121183134830894,1.021365568540662,0.98642191619936,-1.6446999894469922,-2.3392285760546425
2015-04-08,8714.400390625,8730.5,8679.7998046875,8698.9501953125,148200,0.0062275331572998,0.0099847231910947,0.62275331572998,0.9624734610855972,0.99847231910947,-1.5475280121461352,-2.2020099656843417
2015-04-09,8778.2998046875,8785.5,8682.4501953125,8756.2001953125,152700,0.0073058701712128,0.0091074329750374,0.73058701712128,0.9271941700711984,0.91074329750374,-1.4893171819723774,-2.1198092176207926
2015-04-10,8780.349609375,8787.400390625,8733.599609375,8774.349609375,139000,0.0002334809071557,0.0090281610207457,0.02334809071557,0.903945139168556,0.90281610207457,-1.4509562809830174,-2.0656389756176354
2015-04-13,8834.0,8841.650390625,8762.099609375,8801.75,121600,0.0060916874846368,0.0091024760178802,0.60916874846368,0.8555845749502866,0.91024760178802,-1.3711613500228728,-1.9529588609890678
2015-04-16,8706.7001953125,8760.0,8645.650390625,8757.0498046875,142900,-0.0145150465251854,0.0094873046266098,-1.45150465251854,0.8313779208495282,0.94873046266098,-1.3312203707566215,-1.8965573569343008
2015-04-17,8606.0,8699.849609375,8596.7001953125,8698.0498046875,150400,-0.0116332322327412,0.0092754099771656,-1.16332322327412,0.9403313637603,0.92754099771656,-1.5109935515593949,-2.150418878916399
2015-04-20,8448.099609375,8619.9501953125,8422.75,8618.7998046875,148900,-0.0185181166395568,0.0100982382734133,-1.85181166395568,0.9801360228617728,1.00982382734133,-1.5766712390768252,-2.2431637346228306
2015-04-21,8377.75,8469.349609375,8352.7001953125,8416.099609375,407800,-0.0083621357545242,0.0098642444222829,-0.83621357545242,1.1271901326824911,0.98642444222829,-1.8193105202810103,-2.5857998105051045
2015-04-22,8429.7001953125,8449.9501953125,8284.7001953125,8400.400390625,171800,0.0061818253391529,0.0100023190564679,0.61818253391529,1.1016416299810017,1.00023190564679,-1.7771554908235527,-2.526271799210634
2015-04-23,8398.2998046875,8504.9501953125,8361.849609375,8478.2001953125,156000,-0.0037319262025762,0.0099645360139906,-0.37319262025762,1.0515442278303533,0.99645360139906,-1.6944947772749828,-2.409544852199623
2015-04-24,8305.25,8413.2998046875,8273.349609375,8405.7001953125,173600,-0.0111414361987288,0.0101107167317956,-1.11414361987288,1.000886529846085,1.01107167317956,-1.6109095756009402,-2.291512415896278
2015-04-27,8213.7998046875,8334.4501953125,8202.349609375,8330.5498046875,171500,-0.0110722021738192,0.0103243353904756,-1.1072202173819201,1.0238236200172766,1.03243353904756,-1.6487557743834063,-2.3449558359951546
2015-04-28,8285.599609375,8308.0,8185.14990234375,8215.5498046875,174600,0.0087033783611285,0.0105811253224902,0.87033783611285,1.0422316256835782,1.05811253224902,-1.6791289837328038,-2.387846489197637
2015-04-29,8239.75,8308.2001953125,8219.2001953125,8274.7998046875,160400,-0.0055490174921902,0.0106187121502992,-0.55490174921902,1.0171098197943051,1.06187121502992,-1.6376780040155035,-2.329312681475631
2015-04-30,8181.5,8229.400390625,8144.75,8224.5,267700,-0.0070944957684806,0.0096041249336205,-0.70944957684806,0.9810617188370278,0.96041249336205,-1.5781986374359958,-2.245320606245175
2015-05-04,8331.9501953125,8346.0,8220.4501953125,8230.0498046875,131700,0.0182220379751438,0.0104755997658299,1.8222037975143799,0.9618085490729088,1.04755997658299,-1.5464309073251994,-2.2004607206947777
2015-05-05,8324.7998046875,8355.650390625,8280.599609375,8338.400390625,155500,-0.0008585577695799,0.009631265461857,-0.08585577695799,1.0810990686127897,0.9631265461857,-1.743260264566003,-2.4784076312227
2015-05-06,8097.0,8331.9501953125,8083.0,8316.599609375,209600,-0.0277453653883998,0.0112614486876011,-2.77453653883998,1.0180639794850328,1.12614486876011,-1.639252367505204,-2.3315358735550267
2015-05-07,8057.2998046875,8122.60009765625,7997.14990234375,8077.0,161600,-0.0049151341398104,0.0108422884651,-0.49151341398104,1.3527764969728702,1.08422884651,-2.191528021360136,-3.1114160393016874
2015-05-08,8191.5,8224.9501953125,8123.4501953125,8131.5,183100,0.0165185427140141,0.0113936234020067,1.65185427140141,1.2794391766447133,1.13936234020067,-2.0705214428186767,-2.940540082937082
2015-05-11,8325.25,8332.75,8224.650390625,8243.2001953125,192000,0.0161960341674642,0.0121072491685642,1.61960341674642,1.3100399028264866,1.21072491685642,-2.121012641018603,-3.011839774940614
2015-05-12,8126.9501953125,8326.650390625,8115.2998046875,8326.150390625,173400,-0.0241073419925435,0.012876881526879,-2.41073419925435,1.3315027420641965,1.2876881526879,-2.1564263257608243,-3.061848190364478
2015-05-13,8235.4501953125,8254.9501953125,8089.7998046875,8181.5498046875,169800,0.0132623072083406,0.0131846430218076,1.32623072083406,1.498165884673342,1.31846430218076,-2.431420511065914,-3.4501733126437872
2015-05-14,8224.2001953125,8236.25,8137.2998046875,8232.4501953125,134800,-0.0013669794296785,0.0131693932730586,-0.13669794296784998,1.4608495687110097,1.31693932730586,-2.3698485897280657,-3.3632262964515527
2015-05-15,8262.349609375,8279.2001953125,8212.2001953125,8240.2998046875,129800,0.0046279521918878,0.0131220115847735,0.46279521918878,1.3664861865875944,1.31220115847735,-2.2141490092244305,-3.143359616103995
2015-05-18,8373.650390625,8384.599609375,8271.9501953125,8284.9501953125,148700,0.0133809139137836,0.0133281353816925,1.33809139137836,1.284743300721105,1.33281353816925,-2.079273247544723,-2.952898692035075
2015-05-19,8365.650390625,8427.7998046875,8335.0,8356.2001953125,140300,-0.0009558345015271,0.0131388705587021,-0.09558345015271,1.27574704750974,1.31388705587021,-2.064429429745971,-2.9319374220525947
2015-05-20,8423.25,8440.349609375,8391.4501953125,8392.650390625,123600,0.0068616566932103,0.0126383412244191,0.68616566932103,1.196103304649903,1.26383412244191,-1.93301725402724,-2.746367501189174
2015-05-21,8421.0,8446.349609375,8382.5,8434.5,143800,-0.000267153481263,0.0124976999251615,-0.0267153481263,1.1405952533149657,1.24976999251615,-1.8414289693245933,-2.61703374157877
2015-05-22,8458.9501953125,8489.5498046875,8420.599609375,8432.5,187300,0.0044964894818342,0.0124630348546847,0.44964894818342005,1.0715590468967144,1.24630348546847,-1.7275192287344787,-2.4561793806242447
2015-05-25,8370.25,8441.9501953125,8364.150390625,8438.150390625,121300,-0.0105413228961067,0.0126565701188277,-1.05413228961067,1.0159271635837916,1.26565701188277,-1.635726621268156,-2.3265570925051344
2015-05-26,8339.349609375,8378.900390625,8320.0498046875,8377.099609375,116800,-0.0036985237912854,0.0124359485871333,-0.36985237912854,1.028919791876722,1.24359485871333,-1.657164457951491,-2.356829916427662
2015-05-27,8334.599609375,8342.849609375,8277.9501953125,8302.75,165500,-0.0005697510609127,0.0121684767098398,-0.056975106091269996,0.980321906515004,1.2168476709839802,-1.5769779471046566,-2.2435968435348594
2015-05-28,8319.0,8364.5,8270.150390625,8345.7001953125,232300,-0.0018734224796336,0.0120386398057705,-0.18734224796336,0.9258362862965872,1.20386398057705,-1.4870766737442689,-2.116645348425948
2015-05-29,8433.650390625,8443.900390625,8305.7001953125,8327.099609375,363900,0.0136876467831972,0.0123088285403931,1.36876467831972,0.8795905413745492,1.23088285403931,-1.410771194622906,-2.0088927627575996
2015-06-01,8433.400390625,8467.150390625,8405.400390625,8417.25,122200,-2.9643593685729908e-05,0.0121691974141915,-0.002964359368572991,0.9399649761796374,1.21691974141915,-1.5103890120513015,-2.149565195853455
2015-06-02,8236.4501953125,8445.349609375,8226.0498046875,8442.7998046875,146800,-0.0236306089312696,0.0126996286205305,-2.36306089312696,0.8884866093345656,1.26996286205305,-1.4254497067569332,-2.0296206011044378
2015-06-03,8135.10009765625,8236.7001953125,8094.14990234375,8232.4501953125,171400,-0.0123814043972364,0.0129599375676074,-1.23814043972364,1.1720981359726268,1.29599375676074,-1.893408725709734,-2.6904354581711205
2015-06-04,8130.64990234375,8160.0498046875,8056.75,8155.14990234375,154700,-0.0005471860103022,0.0114327969216072,-0.054718601030220006,1.184221266372797,1.14327969216072,-1.9134118908700148,-2.718682352003517
2015-06-05,8114.7001953125,8191.0,8100.14990234375,8119.14990234375,162100,-0.0019636033769903,0.0113848440659317,-0.19636033769903,1.111763806518846,1.13848440659317,-1.7938570821109958,-2.549856470543811
2015-06-08,8044.14990234375,8131.0,8030.5498046875,8124.35009765625,135900,-0.0087321487398675,0.0109141907325133,-0.8732148739867499,1.048552791174005,1.09141907325133,-1.689558906792008,-2.4025748047903317
2015-06-09,8022.39990234375,8057.14990234375,8005.14990234375,8026.5,136000,-0.0027074902267056,0.0101924341217812,-0.27074902267056,1.0365445470050212,1.01924341217812,-1.6697453039131849,-2.3745955958765994
2015-06-10,8124.4501953125,8152.25,8023.7998046875,8024.14990234375,136800,0.0126404408480797,0.0092782341502087,1.26404408480797,0.9827655297740864,0.92782341502087,-1.5810099254821424,-2.249290485728521
2015-06-11,7965.35009765625,8163.0498046875,7958.25,8157.2998046875,166200,-0.0197771607529252,0.0097056955149199,-1.97771607529252,1.0095582312778035,0.97056955149199,-1.6252178829632757,-2.3117174802321823
2015-06-12,7982.89990234375,7995.60009765625,7940.2998046875,7959.85009765625,136600,0.0022008448289133,0.0097409202563092,0.22008448289133,1.1734581727322684,0.97409202563092,-1.8956527863631427,-2.6936043438210855
2015-06-15,8013.89990234375,8057.7001953125,7944.85009765625,7986.60009765625,133000,0.0038757800540692,0.009718935341002,0.38757800540692,1.102236102458492,0.9718935341002,-1.7781363704114115,-2.5276569200831864
2015-06-16,8047.2998046875,8061.85009765625,7952.35009765625,8004.2001953125,124000,0.0041590853857635,0.0092101539806426,0.41590853857635,1.0414021137367806,0.92101539806426,-1.6777602890205878,-2.385913726361599
2015-06-17,8091.5498046875,8136.85009765625,8048.9501953125,8084.2001953125,152500,0.005483675969067,0.0093490677429459,0.5483675969067,0.9872503773170226,0.93490677429459,-1.5884099239279872,-2.2597401805035626
2015-06-18,8174.60009765625,8186.89990234375,8101.7998046875,8113.7001953125,144800,0.0102115147270589,0.0095272974454252,1.0211514727058901,0.9447598361050668,0.95272974454252,-1.51830053092826,-2.1607372194797057
2015-06-19,8224.9501953125,8250.7998046875,8195.650390625,8201.150390625,147100,0.0061404434830307,0.0096678640696404,0.61404434830307,0.9475550770247836,0.96678640696404,-1.522912678445793,-2.1672501308226457
2015-06-22,8353.099609375,8369.4501953125,8257.400390625,8259.2998046875,122700,0.0154604393327622,0.0102640919679606,1.54604393327622,0.9133211364032948,1.02640919679606,-1.4664266764203364,-2.087485049174577
2015-06-23,8381.5498046875,8398.4501953125,8334.9501953125,8377.4501953125,131700,0.0034001576033196,0.0100372742072619,0.34001576033196,0.9953176532540152,1.00372742072619,-1.601720929224025,-2.2785369334367553
2015-06-24,8360.849609375,8421.349609375,8338.900390625,8399.400390625,130100,-0.0024727884395158,0.0100178441860251,-0.24727884395158,0.9427910239642658,1.00178441860251,-1.5150519908959386,-2.1561498871916394
2015-06-25,8398.0,8423.150390625,8329.5,8336.25,201200,0.0044335324134881,0.0100599619418226,0.44335324134881,0.8970889078490547,1.00599619418226,-1.4396434993058402,-2.0496639566431973
2015-06-26,8381.099609375,8408.5498046875,8339.7001953125,8393.9501953125,110600,-0.0020144580738723,0.0100615750669982,-0.20144580738723,0.8583115074754704,1.00615750669982,-1.375660788689426,-1.959312613772746
2015-06-29,8318.400390625,8329.4501953125,8195.650390625,8247.0498046875,132000,-0.0075091485816652,0.0097143182622513,-0.7509148581665199,0.8192017760598632,0.97143182622513,-1.3111297318536743,-1.8681869395743813
2015-06-30,8368.5,8378.0,8298.9501953125,8316.349609375,158500,0.0060046813650915,0.0098223943910596,0.60046813650915,0.8260613409064848,0.98223943910596,-1.3224480138505998,-1.8841697256670096
2015-07-01,8453.0498046875,8481.599609375,8370.150390625,8376.25,131800,0.0100526429119175,0.0084940990817145,1.00526429119175,0.8046879964949323,0.8494099081714499,-1.2871819955715382,-1.8343698331880922
2015-07-02,8444.900390625,8479.25,8433.2001953125,8471.9501953125,112000,-0.0009645447643201,0.0079252576530338,-0.09645447643201,0.8271143765724923,0.79252576530338,-1.3241855226995123,-1.8866232987688072
2015-07-03,8484.900390625,8497.75,8424.150390625,8440.099609375,88400,0.0047254040314225,0.0079313700727013,0.47254040314225,0.7878768316278467,0.79313700727013,-1.2594435735408471,-1.795199819047783
2015-07-06,8522.150390625,8533.150390625,8386.150390625,8386.150390625,101500,0.0043805431106717,0.0078923436828101,0.43805431106716997,0.762396122765442,0.78923436828101,-1.2174004039178792,-1.73582976739838
2015-07-07,8510.7998046875,8561.349609375,8483.849609375,8525.5,122200,-0.0013327799926047,0.0075305249586306,-0.13327799926047,0.7378077633742977,0.75305249586306,-1.1768296109224912,-1.6785388900170135
2015-07-08,8363.0498046875,8457.5,8341.400390625,8439.2001953125,188100,-0.0175127525255737,0.0086678044626928,-1.7512752525573698,0.7087351895811684,0.86678044626928,-1.1288598641638279,-1.6107997930790225
2015-07-09,8328.5498046875,8400.2998046875,8323.0,8364.849609375,131300,-0.0041338217950059,0.0084052380134246,-0.41338217950059,0.9136372130424972,0.8405238013424601,-1.4669482028750203,-2.088221507743919
2015-07-10,8360.5498046875,8377.099609375,8315.400390625,8365.7001953125,154100,0.0038348430969963,0.0069071950535685,0.38348430969963,0.8793741675499984,0.69071950535685,-1.4104141778123973,-2.0083886117463963
2015-07-13,8459.650390625,8471.650390625,8355.400390625,8397.25,117800,0.0117836567339471,0.0072098245073967,1.1783656733947099,0.8396913790354804,0.72098245073967,-1.3449375767634426,-1.9159277145075695
2015-07-14,8454.099609375,8480.25,8424.099609375,8470.599609375,101700,-0.0006563631896272,0.0072425815533918,-0.06563631896272,0.8793277256047934,0.72425815533918,-1.4103375486028091,-2.0082804020140688
2015-07-15,8523.7998046875,8531.400390625,8462.9501953125,8463.400390625,105500,0.0082107432951097,0.0073409884880228,0.82107432951097,0.8343787010336596,0.7340988488022799,-1.3361716580604384,-1.903549174763327
2015-07-16,8608.0498046875,8616.099609375,8542.900390625,8546.150390625,116000,0.009835561378738,0.0074823979448484,0.9835561378738,0.831303983610336,0.74823979448484,-1.3310983743119542,-1.8963850831669828
2015-07-17,8609.849609375,8642.9501953125,8593.150390625,8623.650390625,105000,0.000209062052318,0.0073132599610271,0.0209062052318,0.8467585671757918,0.73132599610271,-1.3565984371949564,-1.932394262874495
2015-07-20,8603.4501953125,8624.099609375,8559.0,8623.900390625,90600,-0.000743543008016,0.0072947817296944,-0.0743543008016,0.8038028402282371,0.72947817296944,-1.285721487731491,-1.8323074190866926
2015-07-21,8529.4501953125,8646.75,8517.900390625,8601.5,164100,-0.0086384042959938,0.006983834709748,-0.8638404295993799,0.7663748118161406,0.6983834709748,-1.223965240851532,-1.7451001128865078
2015-07-22,8633.5,8643.900390625,8498.650390625,8512.25,136800,0.0121250808588124,0.0073822428948127,1.21250808588124,0.795464945573135,0.7382242894812701,-1.2719639615505727,-1.8128801245403046
2015-07-23,8589.7998046875,8654.75,8573.7998046875,8643.9501953125,132900,-0.0050745547700366,0.0074719576959603,-0.50745547700366,0.8483825431546043,0.7471957695960301,-1.359277997559997,-1.936178126905128
2015-07-24,8521.5498046875,8589.150390625,8513.5,8588.150390625,127400,-0.0079772038426155,0.007697985188685,-0.79772038426155,0.8281472003378529,0.7697985188685,-1.3258896819123573,-1.8890297781420975
2015-07-27,8361.0,8492.2001953125,8351.5498046875,8492.099609375,136600,-0.019020189089775,0.0088112753655026,-1.9020189089775,0.8390014571927316,0.8811275365502601,-1.3437992057229071,-1.9143201966139647
2015-07-28,8337.0,8397.400390625,8321.75,8371.099609375,174600,-0.0028745977394444,0.0086737663800843,-0.28745977394444,1.0354300285750913,0.86737663800843,-1.6679063485038006,-2.371998767934863
2015-07-29,8375.0498046875,8381.5,8338.4501953125,8365.599609375,141000,0.0045535850933296,0.0086300979039752,0.45535850933295996,0.9824264984834576,0.86300979039752,-1.580450523852605,-2.2485005428213563
2015-07-30,8421.7998046875,8458.900390625,8408.2998046875,8417.0,215200,0.0055665344162307,0.0084228213694727,0.55665344162307,0.9356388551035356,0.8422821369472699,-1.5032509122757336,-2.139485333746138
2015-07-31,8532.849609375,8548.9501953125,8448.0,8456.099609375,203300,0.0130998158712683,0.0089025134220249,1.3099815871268299,0.8990347885502825,0.89025134220249,-1.442854202462866,-2.054197858677058
2015-08-03,8543.0498046875,8563.9501953125,8508.099609375,8510.650390625,156700,0.0011946892258352,0.0088517878819238,0.11946892258352,0.9468262835505908,0.8851787881923799,-1.5217101692133748,-2.1655520420277767
2015-08-04,8516.900390625,8565.150390625,8448.25,8564.099609375,187400,-0.0030655933038692,0.0088303309957592,-0.30655933038692,0.8945160270948066,0.88303309957592,-1.4353982460613308,-2.0436691444857993
2015-08-05,8567.9501953125,8591.849609375,8545.849609375,8547.4501953125,132800,0.0059760495252578,0.0089199690575808,0.5976049525257799,0.8563065433800301,0.8919969057580799,-1.3723525979319495,-1.9546410474303701
2015-08-06,8588.650390625,8606.2998046875,8551.5,8585.7998046875,134900,0.0024130893825477,0.0079335877560209,0.24130893825476998,0.8311849128287087,0.7933587756020899,-1.3309019075222692,-1.8961076482457913
2015-08-07,8564.599609375,8595.9501953125,8552.7001953125,8580.7998046875,143700,-0.002804226255741,0.0078935311176034,-0.28042262557409997,0.7915913605162902,0.78935311176034,-1.2655725462067788,-1.8038546713578563
2015-08-10,8525.599609375,8621.5498046875,8497.7998046875,8577.0,123400,-0.0045640272766171,0.0079726950234429,-0.45640272766171,0.7629724242631861,0.7972695023442901,-1.2183513013891571,-1.7371725498881236
2015-08-11,8462.349609375,8556.25,8441.2998046875,8548.4501953125,154400,-0.0074464894442594,0.0077655221200063,-0.74464894442594,0.7492156418361376,0.7765522120006301,-1.195652610384527,-1.7051192468331007
2015-08-12,8349.4501953125,8446.9501953125,8337.9501953125,8445.7001953125,190000,-0.0134311748403183,0.0083025575144738,-1.34311748403183,0.766149791262312,0.8302557514473801,-1.2235939569377148,-1.744575814996087
2015-08-13,8355.849609375,8429.5,8339.75,8384.4501953125,189200,0.0007661537895581,0.0080633414594533,0.07661537895581,0.8712018258364026,0.80633414594533,-1.3969298139849642,-1.989347055553718
2015-08-14,8518.5498046875,8530.099609375,8381.2001953125,8402.349609375,155900,0.0192842700246075,0.008913896093449,1.92842700246075,0.8257520218583486,0.8913896093449,-1.321937637421175,-1.8834490122848524
2015-08-17,8477.2998046875,8530.599609375,8428.0498046875,8530.5,174700,-0.0048541357972207,0.0089621681073182,-0.48541357972207,1.0015107795498568,0.89621681073182,-1.6119395876121636,-2.2929669177060665
2015-08-18,8466.5498046875,8525.75,8433.599609375,8505.849609375,153300,-0.001268897173926,0.0089629152007141,-0.12688971739260002,0.9623987139637652,0.89629152007141,-1.5474046793951124,-2.201835804890473
2015-08-19,8495.150390625,8520.4501953125,8425.9501953125,8468.0498046875,130500,0.003372375730519,0.0088173310962651,0.3372375730519,0.910958868284672,0.88173310962651,-1.4625289340246088,-2.081980964458186
2015-08-20,8372.75,8501.349609375,8359.75,8471.0498046875,184100,-0.0145130734956471,0.0088727268594385,-1.45130734956471,0.8663874735586328,0.88727268594385,-1.388986132726644,-1.9781296147465146
