Date,Close,High,Low,Open,Volume,returns,volatility
2015-01-05,8378.400390625,8445.599609375,8363.900390625,8407.9501953125,118200,-0.0020329035926431203,
2015-01-06,8127.35009765625,8327.849609375,8111.35009765625,8325.2998046875,172800,-0.030422082918029548,
2015-01-07,8102.10009765625,8151.2001953125,8065.4501953125,8118.64990234375,164100,-0.0031116297926513815,
2015-01-08,8234.599609375,8243.5,8167.2998046875,8191.39990234375,143800,0.01622144246054657,
2015-01-09,8284.5,8303.2998046875,8190.7998046875,8285.4501953125,148000,0.006041557177687999,
2015-01-12,8323.0,8332.599609375,8245.599609375,8291.349609375,103200,0.004636467736743234,
2015-01-13,8299.400390625,8356.650390625,8267.900390625,8346.150390625,129600,-0.0028394966643650508,
2015-01-14,8277.5498046875,8326.4501953125,8236.650390625,8307.25,146100,-0.0026362628028638235,
2015-01-15,8494.150390625,8527.099609375,8380.5498046875,8424.5,232100,0.025830729950324278,
2015-01-16,8513.7998046875,8530.75,8452.25,8504.0498046875,176000,0.0023106162211340322,
2015-01-19,8550.7001953125,8570.9501953125,8531.5,8550.0498046875,125400,0.004324820315931695,
2015-01-20,8695.599609375,8707.900390625,8574.5,8575.099609375,158700,0.01680393189462208,
2015-01-21,8729.5,8741.849609375,8689.599609375,8719.650390625,185900,0.003890988763950604,
2015-01-22,8761.400390625,8774.150390625,8727.0,8745.849609375,175500,0.003647659672542357,
2015-01-23,8835.599609375,8866.400390625,8795.400390625,8827.9501953125,191200,0.008433216854945564,
2015-01-27,8910.5,8925.0498046875,8825.4501953125,8871.349609375,192000,0.008441385660836975,
2015-01-28,8914.2998046875,8985.0498046875,8874.0498046875,8902.75,185100,0.0004263503418490414,
2015-01-29,8952.349609375,8966.650390625,8861.25,8901.5,256300,0.0042593170470792705,
2015-01-30,8808.900390625,8996.599609375,8775.099609375,8996.599609375,267300,-0.016153405638702815,
2015-02-02,8797.400390625,8840.7998046875,8751.099609375,8802.5,210100,-0.0013063506955069547,
2015-02-03,8756.5498046875,8837.2998046875,8726.650390625,8823.150390625,208700,-0.004654298232220474,0.011484995733398238
2015-02-04,8723.7001953125,8792.849609375,8704.400390625,8789.150390625,195300,-0.0037584872121479928,0.011521447448657995
2015-02-05,8711.7001953125,8838.4501953125,8683.650390625,8733.099609375,173600,-0.0013765100457609084,0.008886434095489155
2015-02-06,8661.0498046875,8726.2001953125,8645.5498046875,8696.849609375,171300,-0.005831032408607971,0.009003674313319138
2015-02-09,8526.349609375,8605.5498046875,8516.349609375,8584.400390625,146800,-0.015674617197285398,0.00937574029810647
2015-02-10,8565.5498046875,8646.25,8470.5,8478.099609375,196200,0.004586999150377187,0.00934706541957336
2015-02-11,8627.400390625,8651.9501953125,8593.650390625,8603.2998046875,161600,0.007194908616778425,0.009405269254210475
2015-02-12,8711.5498046875,8732.5498046875,8599.25,8676.9501953125,158800,0.009706478627223793,0.009499788770315525
2015-02-13,8805.5,8822.099609375,8729.650390625,8741.5,221900,0.010726817268910518,0.009599086013024968
2015-02-16,8809.349609375,8870.099609375,8793.400390625,8831.400390625,136400,0.0004370868354434235,0.008045613928417674
2015-02-18,8869.099609375,8894.2998046875,8808.900390625,8811.5498046875,147600,0.006759668427262326,0.008119763182546692
2015-02-19,8895.2998046875,8913.4501953125,8794.4501953125,8883.0498046875,213300,0.0029497438893496893,0.008105159583724953
2015-02-20,8833.599609375,8899.9501953125,8816.2998046875,8895.5,197600,-0.006960437077779418,0.007558031338688789
2015-02-23,8754.9501953125,8869.0,8736.099609375,8856.849609375,139600,-0.008943311319236858,0.007806157609236773
2015-02-24,8762.099609375,8800.5,8726.75,8772.900390625,149800,0.0008162806567537197,0.007766872256014967
2015-02-25,8767.25,8840.650390625,8751.400390625,8801.900390625,135200,0.0005876305610850604,0.007526090549442529
2015-02-26,8683.849609375,8786.0498046875,8669.4501953125,8779.0,217500,-0.009558254487962844,0.007497344721064358
2015-02-27,8844.599609375,8856.9501953125,8717.4501953125,8729.5,249500,0.018342125395864908,0.008628827974196656
2015-03-02,8956.75,8972.349609375,8885.4501953125,8953.849609375,218100,0.012600378838793266,0.009035164224882005
2015-03-03,8996.25,9008.400390625,8925.5498046875,8962.849609375,177800,0.00440038586730066,0.00827658058816871
2015-03-04,8922.650390625,9119.2001953125,8893.9501953125,9109.150390625,248400,-0.008214792388202198,0.008507014514550625
2015-03-05,8937.75,8957.5498046875,8849.349609375,8929.400390625,160100,0.0016908482052135402,0.00842057708285844
2015-03-09,8756.75,8891.2998046875,8740.4501953125,8891.150390625,155500,-0.02045904811401918,0.009596521526340367
2015-03-10,8712.0498046875,8778.0,8677.349609375,8769.75,163800,-0.005117729137055929,0.009661370733163036
2015-03-11,8699.9501953125,8755.599609375,8682.349609375,8728.75,172800,-0.00138980143838521,0.0095755314746904
2015-03-12,8776.0,8787.2001953125,8732.900390625,8740.650390625,173900,0.00870342200550124,0.009014344311513097
2015-03-13,8647.75,8849.75,8631.75,8844.0498046875,179200,-0.014721551472009752,0.009633711829837242
2015-03-16,8633.150390625,8663.5498046875,8612.0,8656.75,163300,-0.0016896819631506011,0.009517297406526008
2015-03-17,8723.2998046875,8742.5498046875,8630.7998046875,8689.099609375,177000,0.01038809476984804,0.009553037238209439
2015-03-18,8685.900390625,8747.25,8664.0,8742.900390625,156400,-0.0042965180681336585,0.009273043600008735
2015-03-19,8634.650390625,8788.2001953125,8614.650390625,8749.4501953125,163500,-0.005917842938767325,0.009339209422774091
2015-03-20,8570.900390625,8627.900390625,8553.0,8627.900390625,174600,-0.0074104331263360745,0.009265648546702275
2015-03-23,8550.900390625,8608.349609375,8540.5498046875,8591.5498046875,150700,-0.002336203925268819,0.00920666565490614
2015-03-24,8542.9501953125,8627.75,8535.849609375,8537.0498046875,156700,-0.0009301819792756467,0.009134049603369797
2015-03-25,8530.7998046875,8573.75,8516.5498046875,8568.900390625,161000,-0.0014232834235154116,0.00897755076452911
2015-03-26,8342.150390625,8499.4501953125,8325.349609375,8474.9501953125,280100,-0.022362097108321904,0.010070972045163065
2015-03-27,8341.400390625,8413.2001953125,8269.150390625,8396.0,193000,-8.990891811211022e-05,0.010062209576280002
2015-03-30,8492.2998046875,8492.2998046875,8380.75,8390.9501953125,134700,0.017928732765285012,0.010838377951880258
2015-03-31,8491.0,8550.4501953125,8454.150390625,8527.599609375,167200,-0.00015306856794447524,0.009892977858212621
2015-04-01,8586.25,8603.400390625,8464.75,8483.7001953125,125500,0.011155307528727893,0.009791263822614128
2015-04-06,8659.900390625,8667.5498046875,8573.75,8615.7998046875,146900,0.008541133724940244,0.009966964923059892
2015-04-07,8660.2998046875,8693.599609375,8586.849609375,8684.4501953125,148700,4.6121183134830896e-05,0.009864219161993662
2015-04-08,8714.400390625,8730.5,8679.7998046875,8698.9501953125,148200,0.006227533157299894,0.00998472319109474
2015-04-09,8778.2998046875,8785.5,8682.4501953125,8756.2001953125,152700,0.007305870171212896,0.009107432975037496
2015-04-10,8780.349609375,8787.400390625,8733.599609375,8774.349609375,139000,0.00023348090715570997,0.009028161020745749
2015-04-13,8834.0,8841.650390625,8762.099609375,8801.75,121600,0.0060916874846368065,0.009102476017880223
2015-04-16,8706.7001953125,8760.0,8645.650390625,8757.0498046875,142900,-0.014515046525185486,0.009487304626609813
2015-04-17,8606.0,8699.849609375,8596.7001953125,8698.0498046875,150400,-0.011633232232741262,0.009275409977165658
2015-04-20,8448.099609375,8619.9501953125,8422.75,8618.7998046875,148900,-0.01851811663955681,0.01009823827341333
2015-04-21,8377.75,8469.349609375,8352.7001953125,8416.099609375,407800,-0.008362135754524264,0.009864244422282906
2015-04-22,8429.7001953125,8449.9501953125,8284.7001953125,8400.400390625,171800,0.006181825339152998,0.01000231905646794
2015-04-23,8398.2998046875,8504.9501953125,8361.849609375,8478.2001953125,156000,-0.003731926202576211,0.009964536013990614
2015-04-24,8305.25,8413.2998046875,8273.349609375,8405.7001953125,173600,-0.011141436198728826,0.010110716731795696
2015-04-27,8213.7998046875,8334.4501953125,8202.349609375,8330.5498046875,171500,-0.011072202173819238,0.010324335390475697
2015-04-28,8285.599609375,8308.0,8185.14990234375,8215.5498046875,174600,0.008703378361128562,0.010581125322490297
2015-04-29,8239.75,8308.2001953125,8219.2001953125,8274.7998046875,160400,-0.0055490174921902485,0.010618712150299229
2015-04-30,8181.5,8229.400390625,8144.75,8224.5,267700,-0.007094495768480639,0.009604124933620579
2015-05-04,8331.9501953125,8346.0,8220.4501953125,8230.0498046875,131700,0.018222037975143816,0.010475599765829948
2015-05-05,8324.7998046875,8355.650390625,8280.599609375,8338.400390625,155500,-0.0008585577695799613,0.009631265461857025
2015-05-06,8097.0,8331.9501953125,8083.0,8316.599609375,209600,-0.027745365388399824,0.011261448687601193
2015-05-07,8057.2998046875,8122.60009765625,7997.14990234375,8077.0,161600,-0.004915134139810429,0.010842288465100065
2015-05-08,8191.5,8224.9501953125,8123.4501953125,8131.5,183100,0.01651854271401412,0.011393623402006715
2015-05-11,8325.25,8332.75,8224.650390625,8243.2001953125,192000,0.016196034167464263,0.01210724916856422
2015-05-12,8126.9501953125,8326.650390625,8115.2998046875,8326.150390625,173400,-0.024107341992543527,0.012876881526879004
2015-05-13,8235.4501953125,8254.9501953125,8089.7998046875,8181.5498046875,169800,0.013262307208340643,0.013184643021807621
2015-05-14,8224.2001953125,8236.25,8137.2998046875,8232.4501953125,134800,-0.0013669794296785854,0.013169393273058662
2015-05-15,8262.349609375,8279.2001953125,8212.2001953125,8240.2998046875,129800,0.004627952191887896,0.013122011584773566
2015-05-18,8373.650390625,8384.599609375,8271.9501953125,8284.9501953125,148700,0.013380913913783618,0.013328135381692582
2015-05-19,8365.650390625,8427.7998046875,8335.0,8356.2001953125,140300,-0.0009558345015271625,0.013138870558702194
2015-05-20,8423.25,8440.349609375,8391.4501953125,8392.650390625,123600,0.006861656693210339,0.012638341224419153
2015-05-21,8421.0,8446.349609375,8382.5,8434.5,143800,-0.0002671534812630433,0.012497699925161563
2015-05-22,8458.9501953125,8489.5498046875,8420.599609375,8432.5,187300,0.004496489481834225,0.012463034854684727
2015-05-25,8370.25,8441.9501953125,8364.150390625,8438.150390625,121300,-0.010541322896106728,0.012656570118827795
2015-05-26,8339.349609375,8378.900390625,8320.0498046875,8377.099609375,116800,-0.003698523791285403,0.012435948587133318
2015-05-27,8334.599609375,8342.849609375,8277.9501953125,8302.75,165500,-0.0005697510609127147,0.012168476709839855
2015-05-28,8319.0,8364.5,8270.150390625,8345.7001953125,232300,-0.0018734224796336696,0.01203863980577055
2015-05-29,8433.650390625,8443.900390625,8305.7001953125,8327.099609375,363900,0.01368764678319723,0.012308828540393129
2015-06-01,8433.400390625,8467.150390625,8405.400390625,8417.25,122200,-2.9643593685729908e-05,0.012169197414191561
2015-06-02,8236.4501953125,8445.349609375,8226.0498046875,8442.7998046875,146800,-0.02363060893126965,0.012699628620530583
2015-06-03,8135.10009765625,8236.7001953125,8094.14990234375,8232.4501953125,171400,-0.012381404397236432,0.01295993756760744
2015-06-04,8130.64990234375,8160.0498046875,8056.75,8155.14990234375,154700,-0.0005471860103022912,0.01143279692160723
2015-06-05,8114.7001953125,8191.0,8100.14990234375,8119.14990234375,162100,-0.001963603376990351,0.011384844065931739
2015-06-08,8044.14990234375,8131.0,8030.5498046875,8124.35009765625,135900,-0.008732148739867544,0.010914190732513316
2015-06-09,8022.39990234375,8057.14990234375,8005.14990234375,8026.5,136000,-0.0027074902267056862,0.010192434121781281
2015-06-10,8124.4501953125,8152.25,8023.7998046875,8024.14990234375,136800,0.012640440848079765,0.009278234150208757
2015-06-11,7965.35009765625,8163.0498046875,7958.25,8157.2998046875,166200,-0.019777160752925255,0.009705695514919977
2015-06-12,7982.89990234375,7995.60009765625,7940.2998046875,7959.85009765625,136600,0.0022008448289133065,0.009740920256309214
2015-06-15,8013.89990234375,8057.7001953125,7944.85009765625,7986.60009765625,133000,0.0038757800540692557,0.009718935341002075
2015-06-16,8047.2998046875,8061.85009765625,7952.35009765625,8004.2001953125,124000,0.0041590853857635356,0.009210153980642649
2015-06-17,8091.5498046875,8136.85009765625,8048.9501953125,8084.2001953125,152500,0.005483675969067097,0.009349067742945949
2015-06-18,8174.60009765625,8186.89990234375,8101.7998046875,8113.7001953125,144800,0.010211514727058937,0.00952729744542527
2015-06-19,8224.9501953125,8250.7998046875,8195.650390625,8201.150390625,147100,0.006140443483030782,0.00966786406964048
2015-06-22,8353.099609375,8369.4501953125,8257.400390625,8259.2998046875,122700,0.015460439332762258,0.010264091967960659
2015-06-23,8381.5498046875,8398.4501953125,8334.9501953125,8377.4501953125,131700,0.003400157603319678,0.01003727420726195
2015-06-24,8360.849609375,8421.349609375,8338.900390625,8399.400390625,130100,-0.0024727884395158908,0.010017844186025134
2015-06-25,8398.0,8423.150390625,8329.5,8336.25,201200,0.004433532413488122,0.01005996194182263
2015-06-26,8381.099609375,8408.5498046875,8339.7001953125,8393.9501953125,110600,-0.0020144580738723343,0.010061575066998204
2015-06-29,8318.400390625,8329.4501953125,8195.650390625,8247.0498046875,132000,-0.007509148581665224,0.009714318262251305
2015-06-30,8368.5,8378.0,8298.9501953125,8316.349609375,158500,0.006004681365091595,0.009822394391059615
2015-07-01,8453.0498046875,8481.599609375,8370.150390625,8376.25,131800,0.010052642911917523,0.008494099081714513
2015-07-02,8444.900390625,8479.25,8433.2001953125,8471.9501953125,112000,-0.000964544764320111,0.007925257653033889
2015-07-03,8484.900390625,8497.75,8424.150390625,8440.099609375,88400,0.004725404031422576,0.007931370072701354
2015-07-06,8522.150390625,8533.150390625,8386.150390625,8386.150390625,101500,0.004380543110671768,0.007892343682810143
2015-07-07,8510.7998046875,8561.349609375,8483.849609375,8525.5,122200,-0.001332779992604704,0.007530524958630644
2015-07-08,8363.0498046875,8457.5,8341.400390625,8439.2001953125,188100,-0.017512752525573723,0.008667804462692875
2015-07-09,8328.5498046875,8400.2998046875,8323.0,8364.849609375,131300,-0.004133821795005965,0.008405238013424639
2015-07-10,8360.5498046875,8377.099609375,8315.400390625,8365.7001953125,154100,0.0038348430969963264,0.006907195053568563
2015-07-13,8459.650390625,8471.650390625,8355.400390625,8397.25,117800,0.011783656733947193,0.007209824507396782
2015-07-14,8454.099609375,8480.25,8424.099609375,8470.599609375,101700,-0.000656363189627265,0.007242581553391898
2015-07-15,8523.7998046875,8531.400390625,8462.9501953125,8463.400390625,105500,0.008210743295109776,0.007340988488022859
2015-07-16,8608.0498046875,8616.099609375,8542.900390625,8546.150390625,116000,0.009835561378738018,0.007482397944848487
2015-07-17,8609.849609375,8642.9501953125,8593.150390625,8623.650390625,105000,0.00020906205231804127,0.007313259961027164
2015-07-20,8603.4501953125,8624.099609375,8559.0,8623.900390625,90600,-0.0007435430080160121,0.0072947817296944665
2015-07-21,8529.4501953125,8646.75,8517.900390625,8601.5,164100,-0.008638404295993872,0.0069838347097480906
2015-07-22,8633.5,8643.900390625,8498.650390625,8512.25,136800,0.012125080858812433,0.007382242894812786
2015-07-23,8589.7998046875,8654.75,8573.7998046875,8643.9501953125,132900,-0.005074554770036643,0.007471957695960307
2015-07-24,8521.5498046875,8589.150390625,8513.5,8588.150390625,127400,-0.00797720384261551,0.007697985188685017
2015-07-27,8361.0,8492.2001953125,8351.5498046875,8492.099609375,136600,-0.019020189089775028,0.008811275365502639
