Date,Close,High,Low,Open,Volume,returns,volatility
2015-07-28,8337.0,8397.400390625,8321.75,8371.099609375,174600,-0.002874597739444469,0.008673766380084328
2015-07-29,8375.0498046875,8381.5,8338.4501953125,8365.599609375,141000,0.0045535850933296085,0.00863009790397521
2015-07-30,8421.7998046875,8458.900390625,8408.2998046875,8417.0,215200,0.005566534416230723,0.008422821369472701
2015-07-31,8532.849609375,8548.9501953125,8448.0,8456.099609375,203300,0.013099815871268341,0.00890251342202491
2015-08-03,8543.0498046875,8563.9501953125,8508.099609375,8510.650390625,156700,0.0011946892258352072,0.008851787881923829
2015-08-04,8516.900390625,8565.150390625,8448.25,8564.099609375,187400,-0.0030655933038692055,0.008830330995759297
2015-08-05,8567.9501953125,8591.849609375,8545.849609375,8547.4501953125,132800,0.005976049525257857,0.008919969057580858
2015-08-06,8588.650390625,8606.2998046875,8551.5,8585.7998046875,134900,0.0024130893825477714,0.007933587756020927
2015-08-07,8564.599609375,8595.9501953125,8552.7001953125,8580.7998046875,143700,-0.0028042262557410207,0.007893531117603415
2015-08-10,8525.599609375,8621.5498046875,8497.7998046875,8577.0,123400,-0.004564027276617137,0.00797269502344299
2015-08-11,8462.349609375,8556.25,8441.2998046875,8548.4501953125,154400,-0.00744648944425946,0.007765522120006304
2015-08-12,8349.4501953125,8446.9501953125,8337.9501953125,8445.7001953125,190000,-0.013431174840318333,0.008302557514473818
2015-08-13,8355.849609375,8429.5,8339.75,8384.4501953125,189200,0.0007661537895581861,0.008063341459453385
2015-08-14,8518.5498046875,8530.099609375,8381.2001953125,8402.349609375,155900,0.01928427002460754,0.008913896093449019
2015-08-17,8477.2998046875,8530.599609375,8428.0498046875,8530.5,174700,-0.004854135797220708,0.008962168107318294
2015-08-18,8466.5498046875,8525.75,8433.599609375,8505.849609375,153300,-0.001268897173926015,0.008962915200714109
2015-08-19,8495.150390625,8520.4501953125,8425.9501953125,8468.0498046875,130500,0.00337237573051901,0.008817331096265191
2015-08-20,8372.75,8501.349609375,8359.75,8471.0498046875,184100,-0.014513073495647132,0.008872726859438526
2015-08-21,8299.9501953125,8322.2001953125,8225.0498046875,8305.400390625,201300,-0.008732870680242016,0.00898246996502815
2015-08-24,7809.0,8060.0498046875,7769.39990234375,8055.9501953125,312400,-0.0609725995392517,0.015749174084917914
2015-08-25,7880.7001953125,7925.39990234375,7667.25,7895.39990234375,299100,0.009139842514835898,0.015618779106713884
2015-08-26,7791.85009765625,7930.0498046875,7777.10009765625,7865.25,216600,-0.011338429020653107,0.01572914800886972
2015-08-27,7948.9501953125,7963.60009765625,7862.2998046875,7921.60009765625,305000,0.019961540867943228,0.016452628436011335
2015-08-28,8001.9501953125,8091.7998046875,7961.64990234375,8053.7001953125,195600,0.006645417343079588,0.016480693006445727
2015-08-31,7971.2998046875,8043.60009765625,7947.9501953125,8009.25,198200,-0.0038377197180878234,0.016092289646366626
2015-09-01,7785.85009765625,7929.10009765625,7746.5,7907.9501953125,184900,-0.02353957047024599,0.016646959047017556
2015-09-02,7717.0,7862.5498046875,7699.25,7856.64990234375,215300,-0.008882308721944062,0.016671678143930564
2015-09-03,7823.0,7845.60009765625,7754.0498046875,7774.4501953125,155800,0.01364242522747763,0.016997810719747534
2015-09-04,7655.0498046875,7804.89990234375,7626.85009765625,7803.39990234375,193600,-0.021702577450189775,0.017330731592082625
2015-09-07,7558.7998046875,7705.0498046875,7545.89990234375,7685.85009765625,141400,-0.012653113658095735,0.01738787444105407
2015-09-08,7688.25,7720.89990234375,7539.5,7587.7001953125,172200,0.016980767754825463,0.018094899339293206
2015-09-09,7818.60009765625,7846.0498046875,7764.5498046875,7805.85009765625,208400,0.016812333537542277,0.018690284193117183
2015-09-10,7788.10009765625,7819.85009765625,7678.5,7729.0498046875,160300,-0.003908582653268309,0.018559166413600673
2015-09-11,7789.2998046875,7864.85009765625,7759.89990234375,7833.7998046875,136400,0.00015403174356981987,0.018552917060444506
2015-09-14,7872.25,7879.9501953125,7761.85009765625,7811.10009765625,122800,0.010592945398427487,0.018114673935682245
2015-09-15,7829.10009765625,7880.0,7799.75,7867.35009765625,136500,-0.00549634403468119,0.018117160220498293
2015-09-16,7899.14990234375,7913.89990234375,7853.2998046875,7886.85009765625,140000,0.008907573043561995,0.018322836362865462
2015-09-18,7981.89990234375,8055.0,7955.85009765625,7967.4501953125,241800,0.010421319740291772,0.018514805151438964
2015-09-21,7977.10009765625,7987.89990234375,7908.35009765625,7911.5,121800,-0.0006015169913181517,0.018328998881735233
2015-09-22,7812.0,8021.60009765625,7787.75,8014.7998046875,168400,-0.020913936119176794,0.018730924323747733
2015-09-23,7845.9501953125,7882.89990234375,7723.25,7737.35009765625,146700,0.004336486972064778,0.013213335183342459
2015-09-24,7868.5,7894.5,7804.10009765625,7838.39990234375,202500,0.0028699470722847766,0.013071899717938845
2015-09-28,7795.7001953125,7893.9501953125,7787.9501953125,7892.7998046875,136300,-0.009295122372462671,0.012991214828355092
2015-09-29,7843.2998046875,7926.5498046875,7691.2001953125,7725.7001953125,240700,0.006087314580231289,0.012258694660672222
2015-09-30,7948.89990234375,7957.7001953125,7874.5,7924.25,210700,0.01337390276102144,0.012543185251487217
2015-10-01,7950.89990234375,8008.25,7930.64990234375,7992.0498046875,156900,0.0002515754959328041,0.01251750651546806
2015-10-05,8119.2998046875,8128.89990234375,8005.10009765625,8005.10009765625,183100,0.02095880198216427,0.012115048854115264
2015-10-06,8152.89990234375,8180.9501953125,8096.5,8180.4501953125,178500,0.004129760698013392,0.011860894253572219
2015-10-07,8177.39990234375,8188.89990234375,8132.89990234375,8146.2001953125,193900,0.003000559533489925,0.011590516410668009
2015-10-08,8129.35009765625,8196.75,8105.85009765625,8196.75,171700,-0.00589325816039762,0.01042093780451939
2015-10-09,8189.7001953125,8232.2001953125,8139.64990234375,8186.35009765625,199700,0.007396309429230271,0.009830037016142651
2015-10-12,8143.60009765625,8244.5,8128.2001953125,8231.5,199100,-0.005644936325841478,0.009551114354733785
2015-10-13,8131.7001953125,8150.25,8088.60009765625,8121.9501953125,145900,-0.0014623268695636497,0.009022749651389954
2015-10-14,8107.89990234375,8139.2998046875,8096.35009765625,8102.39990234375,138900,-0.002931144839264699,0.008993926330431041
2015-10-15,8179.5,8190.5498046875,8129.7998046875,8134.35009765625,167200,0.008792141080753622,0.0091061323418184
2015-10-16,8238.150390625,8246.400390625,8147.64990234375,8193.650390625,156400,0.007144827515608405,0.008979857047583849
2015-10-19,8275.0498046875,8283.0498046875,8239.2001953125,8262.5498046875,124500,0.00446908837067067,0.00881666497306938
2015-10-20,8261.650390625,8294.0498046875,8229.2001953125,8280.2998046875,155100,-0.0016205672034621203,0.008741340458903566
2015-10-21,8251.7001953125,8294.400390625,8217.150390625,8258.349609375,144800,-0.0012051093404612868,0.008556620080101045
2015-10-23,8295.4501953125,8328.099609375,8280.75,8308.25,152000,0.005287931868963474,0.008577930308851737
2015-10-26,8260.5498046875,8336.2998046875,8252.0498046875,8333.650390625,133900,-0.004216047634858218,0.006987460006550517
2015-10-27,8232.900390625,8241.9501953125,8217.0498046875,8230.349609375,156700,-0.003352778179937369,0.007095764590190169
2015-10-28,8171.2001953125,8209.099609375,8131.7998046875,8188.89990234375,188900,-0.007522568634822207,0.0074089639960060035
2015-10-29,8111.75,8179.60009765625,8098.0,8175.4501953125,217500,-0.0073021729802976425,0.007271256526560931
2015-10-30,8065.7998046875,8146.10009765625,8044.39990234375,8123.5498046875,199500,-0.005680751342262694,0.007384392722850835
2015-11-02,8050.7998046875,8060.7001953125,7995.60009765625,8054.5498046875,136100,-0.0018614353765358403,0.006872861121502298
2015-11-03,8060.7001953125,8100.35009765625,8031.75,8086.35009765625,132500,0.0012289844981697455,0.006873646388174373
2015-11-04,8040.2001953125,8116.10009765625,8027.2998046875,8104.89990234375,122100,-0.0025464428174963505,0.005082061303028792
2015-11-05,7955.4501953125,8031.2001953125,7944.10009765625,8030.35009765625,132100,-0.010596729858654794,0.005420908463108918
2015-11-06,7954.2998046875,8002.64990234375,7926.14990234375,7956.5498046875,219500,-0.00014461454479229208,0.00534288224501643
2015-11-09,7915.2001953125,7937.75,7771.7001953125,7788.25,211800,-0.004927652224989373,0.005305556086872863
2015-11-10,7783.35009765625,7885.10009765625,7772.85009765625,7877.60009765625,165200,-0.016798136847989233,0.005920565440384267
2015-11-13,7762.25,7775.10009765625,7730.89990234375,7762.4501953125,160900,-0.0027146086971354118,0.005875198912582238
2015-11-16,7806.60009765625,7838.85009765625,7714.14990234375,7732.9501953125,149500,0.005697301642988936,0.006127567457774288
2015-11-17,7837.5498046875,7860.4501953125,7793.0,7848.75,145000,0.0039567183391247835,0.006255042292239225
2015-11-18,7731.7998046875,7843.39990234375,7725.0498046875,7823.14990234375,143600,-0.013584591382027576,0.006299345042326329
2015-11-19,7842.75,7854.89990234375,7765.4501953125,7788.5,132600,0.014247868942778304,0.007004513779056327
2015-11-20,7856.5498046875,7906.9501953125,7817.7998046875,7841.89990234375,151900,0.0017580157603643014,0.006896855661874195
2015-11-23,7849.25,7877.5,7825.2001953125,7869.5,127000,-0.0009295680963622142,0.006902763286955762
2015-11-24,7831.60009765625,7870.35009765625,7812.64990234375,7837.0,130600,-0.0022511419581774496,0.006897190648848762
2015-11-26,7883.7998046875,7897.10009765625,7832.0,7837.14990234375,219800,0.006643152490718722,0.006979436648098121
2015-11-27,7942.7001953125,7959.2998046875,7879.4501953125,7910.60009765625,150300,0.007443296061827621,0.007286706786706178
2015-11-30,7935.25,7966.0,7922.7998046875,7936.25,216300,-0.000938432954834984,0.007281161089472433
2015-12-01,7954.89990234375,7972.14990234375,7934.14990234375,7958.14990234375,138600,0.0024732192560477395,0.0072115575793305475
2015-12-02,7931.35009765625,7979.2998046875,7910.7998046875,7976.7001953125,126300,-0.0029648056574549755,0.00709149425901663
2015-12-03,7864.14990234375,7912.2998046875,7853.2998046875,7902.2998046875,125700,-0.008508828559286395,0.007209287823391457
2015-12-04,7781.89990234375,7821.39990234375,7775.7001953125,7817.60009765625,152500,-0.010513932743920033,0.007490413331065008
2015-12-07,7765.39990234375,7825.39990234375,7746.0498046875,7816.5498046875,137600,-0.0021225558652615325,0.007462380497800524
2015-12-08,7701.7001953125,7771.25,7685.4501953125,7738.5,135100,-0.008236846826399094,0.0075938630827322145
2015-12-09,7612.5,7702.85009765625,7606.89990234375,7695.5,140000,-0.011649476035916928,0.007656335372205916
2015-12-10,7683.2998046875,7691.9501953125,7610.0,7643.2998046875,140800,0.009257483913935133,0.008041511213968414
2015-12-11,7610.4501953125,7703.0498046875,7575.2998046875,7699.60009765625,167800,-0.009526788440796045,0.008196357974400194
2015-12-14,7650.0498046875,7663.9501953125,7551.0498046875,7558.2001953125,148900,0.0051898297247641055,0.007574826130982465
2015-12-15,7700.89990234375,7705.0,7625.10009765625,7659.14990234375,134300,0.006625034231155874,0.00773076225048275
2015-12-16,7750.89990234375,7776.60009765625,7715.75,7725.25,154300,0.006471760590641962,0.007762972531749512
2015-12-17,7844.35009765625,7852.89990234375,7737.5498046875,7783.0498046875,175900,0.011984586823973591,0.008172072426779428
2015-12-18,7761.9501953125,7836.14990234375,7753.35009765625,7828.89990234375,191400,-0.010559923429662535,0.007943364321242463
2015-12-21,7834.4501953125,7840.75,7733.4501953125,7745.64990234375,126300,0.009297083993681328,0.007569817192165316
2015-12-22,7786.10009765625,7846.2998046875,7776.85009765625,7829.39990234375,125700,-0.006190595230165718,0.00767289174212837
2015-12-23,7865.9501953125,7871.4501953125,7826.10009765625,7830.4501953125,117900,0.010203237135106905,0.008013600105776834
2015-12-24,7861.0498046875,7888.75,7835.5,7888.75,93500,-0.0006231818889286995,0.007997564387676627
2015-12-28,7925.14990234375,7937.2001953125,7863.0,7863.2001953125,122900,0.008121074246974173,0.008063525241955458
2015-12-29,7928.9501953125,7942.14990234375,7902.75,7929.2001953125,113000,0.0004794082310730862,0.00789428952648544
2015-12-30,7896.25,7944.75,7889.85009765625,7938.60009765625,106800,-0.004132679706995248,0.007942233830185297
2015-12-31,7946.35009765625,7955.5498046875,7891.14990234375,7897.7998046875,150900,0.006324752800432643,0.008051608849238286
2016-01-04,7791.2998046875,7937.5498046875,7781.10009765625,7924.5498046875,134700,-0.019705014523420224,0.009113195555927083
2016-01-05,7784.64990234375,7831.2001953125,7763.25,7828.39990234375,145200,-0.0008538680302466864,0.008942967975015967
